gene	unique	total
ENSMUSG00000073678	16497	16497
ENSMUSG00000104136	1562	1562
ENSMUSG00000101130	480	480
ENSMUSG00000052331	14461	14461
ENSMUSG00000101674	2552	2552
ENSMUSG00000102503	1311	1311
ENSMUSG00000089245	6	6
ENSMUSG00000102642	2651	2651
ENSMUSG00000025982	11656	11656
ENSMUSG00000103030	1695	1695
ENSMUSG00000025981	4797	4797
ENSMUSG00000101122	707	707
ENSMUSG00000025980	2049	2675
ENSMUSG00000073676	1375	1375
ENSMUSG00000100736	695	695
ENSMUSG00000089670	813	892
ENSMUSG00000025979	5123	5123
ENSMUSG00000061863	161	208
ENSMUSG00000025978	5957	5957
ENSMUSG00000097649	1942	1942
ENSMUSG00000046994	11195	11195
ENSMUSG00000025977	3528	3528
ENSMUSG00000100215	297	297
ENSMUSG00000101945	249	249
ENSMUSG00000101085	794	794
ENSMUSG00000038349	6588	6588
ENSMUSG00000102145	4928	4928
ENSMUSG00000100309	119	852
ENSMUSG00000102831	1497	1497
ENSMUSG00000099950	2342	2342
ENSMUSG00000102491	254	254
ENSMUSG00000100372	413	413
ENSMUSG00000100944	3	57
ENSMUSG00000101332	1954	1954
ENSMUSG00000045336	1293	1293
ENSMUSG00000038331	6972	6972
ENSMUSG00000087022	5776	5776
ENSMUSG00000104310	1739	1739
ENSMUSG00000094128	22	22
ENSMUSG00000099945	1962	1962
ENSMUSG00000101429	3202	3202
ENSMUSG00000101129	878	878
ENSMUSG00000097519	1953	1953
ENSMUSG00000038323	3036	3172
ENSMUSG00000048495	3329	3329
ENSMUSG00000025971	7850	7850
ENSMUSG00000077776	31	31
ENSMUSG00000088353	58	58
ENSMUSG00000101826	791	791
ENSMUSG00000102685	2639	2713
ENSMUSG00000101151	528	528
ENSMUSG00000038305	8461	8461
ENSMUSG00000091283	293	293
ENSMUSG00000054770	13152	13152
ENSMUSG00000026039	6904	6906
ENSMUSG00000063558	8975	8975
ENSMUSG00000064294	7029	7029
ENSMUSG00000089275	9	9
ENSMUSG00000038242	8274	8274
ENSMUSG00000089822	3624	3624
ENSMUSG00000079554	5672	5672
ENSMUSG00000103839	2524	2524
ENSMUSG00000051223	4087	4129
ENSMUSG00000026034	8690	8690
ENSMUSG00000026035	4520	4520
ENSMUSG00000026036	7752	7752
ENSMUSG00000026037	4041	4041
ENSMUSG00000094245	8	8
ENSMUSG00000085054	4786	4786
ENSMUSG00000038174	12382	12382
ENSMUSG00000026032	664	664
ENSMUSG00000100202	253	253
ENSMUSG00000099490	711	789
ENSMUSG00000059647	100	453
ENSMUSG00000047528	3559	3692
ENSMUSG00000102059	816	837
ENSMUSG00000101046	587	665
ENSMUSG00000026031	12467	12985
ENSMUSG00000100236	352	352
ENSMUSG00000026029	2906	2927
ENSMUSG00000102719	3742	3742
ENSMUSG00000099719	831	845
ENSMUSG00000026028	7146	7146
ENSMUSG00000026027	7538	7538
ENSMUSG00000047383	779	779
ENSMUSG00000099752	1040	1040
ENSMUSG00000072295	2105	2105
ENSMUSG00000077616	32	32
ENSMUSG00000038079	2475	2475
ENSMUSG00000097573	2210	2210
ENSMUSG00000079550	7371	7736
ENSMUSG00000101586	1993	1993
ENSMUSG00000099563	1284	1284
ENSMUSG00000026024	9124	9489
ENSMUSG00000026023	2568	2568
ENSMUSG00000099922	914	914
ENSMUSG00000104502	1539	1539
ENSMUSG00000041075	4433	4433
ENSMUSG00000097819	3488	3488
ENSMUSG00000047361	5910	5910
ENSMUSG00000099811	591	591
ENSMUSG00000101409	322	322
ENSMUSG00000026021	2009	2069
ENSMUSG00000089276	0	0
ENSMUSG00000103821	1773	1773
ENSMUSG00000101400	286	286
ENSMUSG00000026020	11663	11663
ENSMUSG00000077345	0	0
ENSMUSG00000077358	0	0
ENSMUSG00000089512	0	0
ENSMUSG00000089093	0	0
ENSMUSG00000067336	17876	17876
ENSMUSG00000104052	3339	3339
ENSMUSG00000103131	622	622
ENSMUSG00000041040	7289	7289
ENSMUSG00000103696	5316	5316
ENSMUSG00000100901	1523	1523
ENSMUSG00000026018	5336	5336
ENSMUSG00000026019	11926	12042
ENSMUSG00000026017	15161	15161
ENSMUSG00000082609	327	332
ENSMUSG00000073664	28811	28811
ENSMUSG00000100516	128	128
ENSMUSG00000049439	2263	2286
ENSMUSG00000103822	959	959
ENSMUSG00000026782	9316	9316
ENSMUSG00000026014	20669	20669
ENSMUSG00000081562	81	129
ENSMUSG00000084400	318	318
ENSMUSG00000082160	0	360
ENSMUSG00000103215	1331	1331
ENSMUSG00000088973	7	7
ENSMUSG00000084151	638	638
ENSMUSG00000101188	100	1119
ENSMUSG00000026012	6023	6023
ENSMUSG00000086795	746	746
ENSMUSG00000085965	289	289
ENSMUSG00000104069	1989	2011
ENSMUSG00000083118	694	694
ENSMUSG00000083355	664	664
ENSMUSG00000102549	1302	1302
ENSMUSG00000026011	2327	2327
ENSMUSG00000081382	371	426
ENSMUSG00000080800	137	137
ENSMUSG00000026009	3329	3329
ENSMUSG00000102561	2386	2386
ENSMUSG00000082804	453	453
ENSMUSG00000082661	1356	1356
ENSMUSG00000080785	603	603
ENSMUSG00000100893	439	439
ENSMUSG00000085248	1021	1021
ENSMUSG00000085447	793	793
ENSMUSG00000086408	559	559
ENSMUSG00000089546	4	4
ENSMUSG00000100965	407	407
ENSMUSG00000102168	183	183
ENSMUSG00000100381	291	291
ENSMUSG00000086009	752	752
ENSMUSG00000052062	13248	13248
ENSMUSG00000103656	2637	2637
ENSMUSG00000104402	2930	2930
ENSMUSG00000104081	1266	1266
ENSMUSG00000085842	1885	1885
ENSMUSG00000103002	821	821
ENSMUSG00000100344	179	179
ENSMUSG00000101509	160	160
ENSMUSG00000085019	671	671
ENSMUSG00000102359	2419	2419
ENSMUSG00000085400	763	763
ENSMUSG00000100750	204	1353
ENSMUSG00000081950	141	141
ENSMUSG00000084333	689	779
ENSMUSG00000025969	12130	12130
ENSMUSG00000100811	634	634
ENSMUSG00000103032	2457	2457
ENSMUSG00000100426	772	772
ENSMUSG00000040865	17804	17804
ENSMUSG00000104991	6	6
ENSMUSG00000088953	15	15
ENSMUSG00000081617	269	269
ENSMUSG00000081429	147	147
ENSMUSG00000084799	2853	2853
ENSMUSG00000101599	9621	9621
ENSMUSG00000025968	8761	8761
ENSMUSG00000077884	0	0
ENSMUSG00000025967	3200	3300
ENSMUSG00000098850	0	77
ENSMUSG00000064612	0	0
ENSMUSG00000105060	0	0
ENSMUSG00000064602	33	33
ENSMUSG00000046856	2456	2456
ENSMUSG00000094290	27	27
ENSMUSG00000086730	812	812
ENSMUSG00000102536	380	380
ENSMUSG00000087561	878	878
ENSMUSG00000092705	39	39
ENSMUSG00000027520	12753	12753
ENSMUSG00000094214	5	5
ENSMUSG00000083039	518	518
ENSMUSG00000081643	442	547
ENSMUSG00000025964	17912	17912
ENSMUSG00000087823	4	4
ENSMUSG00000115378	1006	1006
ENSMUSG00000069085	6326	6326
ENSMUSG00000083066	405	405
ENSMUSG00000025963	1620	1620
ENSMUSG00000025962	5966	5966
ENSMUSG00000025961	1659	1659
ENSMUSG00000080817	653	653
ENSMUSG00000082373	899	899
ENSMUSG00000044689	1333	1333
ENSMUSG00000025959	8126	8126
ENSMUSG00000097272	3097	3097
ENSMUSG00000098487	0	0
ENSMUSG00000086836	279	279
ENSMUSG00000086721	366	366
ENSMUSG00000101895	1189	1189
ENSMUSG00000093228	0	0
ENSMUSG00000099658	120	120
ENSMUSG00000025958	14113	14113
ENSMUSG00000025956	2911	2911
ENSMUSG00000101832	413	413
ENSMUSG00000100437	226	226
ENSMUSG00000087213	2241	2241
ENSMUSG00000070871	2648	3356
ENSMUSG00000045005	6913	6913
ENSMUSG00000102140	4269	4269
ENSMUSG00000051344	10830	10830
ENSMUSG00000097264	280	280
ENSMUSG00000084416	0	555
ENSMUSG00000077471	57	57
ENSMUSG00000025955	4397	4397
ENSMUSG00000090042	554	554
ENSMUSG00000070870	493	637
ENSMUSG00000067299	847	928
ENSMUSG00000025952	664	786
ENSMUSG00000073658	413	535
ENSMUSG00000100774	24	111
ENSMUSG00000044429	410	661
ENSMUSG00000100846	99	634
ENSMUSG00000044816	2478	2762
ENSMUSG00000025950	2959	2959
ENSMUSG00000025949	19918	19918
ENSMUSG00000025946	2483	2483
ENSMUSG00000100503	173	173
ENSMUSG00000100504	581	581
ENSMUSG00000099383	69	69
ENSMUSG00000100340	223	223
ENSMUSG00000100439	209	209
ENSMUSG00000099819	306	306
ENSMUSG00000082565	543	543
ENSMUSG00000082774	214	214
ENSMUSG00000025945	564	627
ENSMUSG00000081623	644	644
ENSMUSG00000083242	242	242
ENSMUSG00000083289	313	313
ENSMUSG00000015222	17303	17303
ENSMUSG00000088850	38	38
ENSMUSG00000073656	1562	1562
ENSMUSG00000065694	52	52
ENSMUSG00000055567	14610	14610
ENSMUSG00000103375	1628	1628
ENSMUSG00000026005	3485	3485
ENSMUSG00000026004	6755	6755
ENSMUSG00000102559	3007	3007
ENSMUSG00000102374	2478	2478
ENSMUSG00000102776	4498	4498
ENSMUSG00000082057	1260	1260
ENSMUSG00000103706	2555	2555
ENSMUSG00000103756	1040	1040
ENSMUSG00000103382	2080	2080
ENSMUSG00000103553	4590	4590
ENSMUSG00000026003	1905	1905
ENSMUSG00000082769	279	396
ENSMUSG00000089420	0	0
ENSMUSG00000077328	31	31
ENSMUSG00000061816	1975	2067
ENSMUSG00000094191	208	279
ENSMUSG00000082212	1285	1285
ENSMUSG00000026000	7043	7043
ENSMUSG00000025991	5456	5456
ENSMUSG00000086204	579	579
ENSMUSG00000077745	30	30
ENSMUSG00000082473	1885	1885
ENSMUSG00000095282	0	0
ENSMUSG00000085075	427	427
ENSMUSG00000104395	2204	2204
ENSMUSG00000096031	0	3
ENSMUSG00000087329	477	477
ENSMUSG00000062209	12498	12498
ENSMUSG00000102449	1254	1254
ENSMUSG00000083795	348	348
ENSMUSG00000080539	0	0
ENSMUSG00000103307	1970	1970
ENSMUSG00000104508	1307	1307
ENSMUSG00000103642	2270	2270
ENSMUSG00000103809	3144	3144
ENSMUSG00000087514	381	381
ENSMUSG00000084332	287	287
ENSMUSG00000101387	652	652
ENSMUSG00000099804	2930	2930
ENSMUSG00000100354	3333	3333
ENSMUSG00000101156	2409	2409
ENSMUSG00000025997	12086	12086
ENSMUSG00000100815	3388	3388
ENSMUSG00000099954	1776	1776
ENSMUSG00000103402	1787	1787
ENSMUSG00000053153	6724	6724
ENSMUSG00000089345	176	176
ENSMUSG00000080524	27	27
ENSMUSG00000101730	0	0
ENSMUSG00000103052	2301	2301
ENSMUSG00000104287	5738	5738
ENSMUSG00000075952	8	8
ENSMUSG00000045648	7881	7881
ENSMUSG00000026196	5560	5560
ENSMUSG00000089965	280	280
ENSMUSG00000101551	676	676
ENSMUSG00000050296	14680	14680
ENSMUSG00000101617	0	0
ENSMUSG00000026192	8151	8151
ENSMUSG00000026193	12452	12452
ENSMUSG00000073652	2137	2137
ENSMUSG00000101834	226	252
ENSMUSG00000100319	760	778
ENSMUSG00000102689	3422	3422
ENSMUSG00000099707	1522	1522
ENSMUSG00000101211	2956	2967
ENSMUSG00000101848	994	994
ENSMUSG00000101764	642	642
ENSMUSG00000059483	381	381
ENSMUSG00000101496	489	499
ENSMUSG00000102123	1949	1949
ENSMUSG00000039395	2185	2185
ENSMUSG00000094655	92	92
ENSMUSG00000097131	5230	5230
ENSMUSG00000094050	0	92
ENSMUSG00000093956	6	92
ENSMUSG00000093843	78	92
ENSMUSG00000026189	1611	1611
ENSMUSG00000026188	3025	3025
ENSMUSG00000026187	2456	2456
ENSMUSG00000039372	4454	4454
ENSMUSG00000085812	423	430
ENSMUSG00000039354	5919	5919
ENSMUSG00000110712	1277	1280
ENSMUSG00000039342	4783	4783
ENSMUSG00000110487	490	490
ENSMUSG00000110596	115	115
ENSMUSG00000046330	1318	1419
ENSMUSG00000039323	1741	1741
ENSMUSG00000026185	6100	6100
ENSMUSG00000101968	1318	1318
ENSMUSG00000026182	338	338
ENSMUSG00000102266	2435	2435
ENSMUSG00000101112	417	417
ENSMUSG00000100697	235	235
ENSMUSG00000099877	2586	2586
ENSMUSG00000098697	55	55
ENSMUSG00000101812	463	463
ENSMUSG00000100044	897	897
ENSMUSG00000100444	3967	3967
ENSMUSG00000100429	561	561
ENSMUSG00000100301	2341	2341
ENSMUSG00000101344	691	691
ENSMUSG00000088666	27	27
ENSMUSG00000098504	0	0
ENSMUSG00000055322	16687	16687
ENSMUSG00000061815	2329	2329
ENSMUSG00000026180	3039	3039
ENSMUSG00000048480	1390	1390
ENSMUSG00000087820	0	0
ENSMUSG00000094768	8	8
ENSMUSG00000006304	2095	2095
ENSMUSG00000064272	976	976
ENSMUSG00000006299	4029	4029
ENSMUSG00000101503	235	235
ENSMUSG00000026179	7820	7820
ENSMUSG00000103013	220	220
ENSMUSG00000006301	13193	13193
ENSMUSG00000099931	3263	3263
ENSMUSG00000103403	2767	2767
ENSMUSG00000073650	2301	2301
ENSMUSG00000026177	4160	4160
ENSMUSG00000026176	3246	3329
ENSMUSG00000065468	0	0
ENSMUSG00000026175	3491	3491
ENSMUSG00000033364	11270	11270
ENSMUSG00000103227	2863	2863
ENSMUSG00000026174	3919	3919
ENSMUSG00000026173	7586	7589
ENSMUSG00000026135	12121	12121
ENSMUSG00000093155	0	0
ENSMUSG00000026172	2282	2282
ENSMUSG00000026171	2424	2424
ENSMUSG00000033276	6912	6912
ENSMUSG00000033257	12043	12043
ENSMUSG00000026170	2209	2209
ENSMUSG00000006542	3766	3766
ENSMUSG00000098351	0	0
ENSMUSG00000033227	2092	2092
ENSMUSG00000099472	659	659
ENSMUSG00000026167	2465	2465
ENSMUSG00000089964	1831	1831
ENSMUSG00000090071	2700	2700
ENSMUSG00000055197	1612	1612
ENSMUSG00000006546	1290	1290
ENSMUSG00000065616	0	0
ENSMUSG00000047021	8104	8104
ENSMUSG00000089653	418	418
ENSMUSG00000006538	2949	2949
ENSMUSG00000103145	1491	1491
ENSMUSG00000026162	954	954
ENSMUSG00000026205	2163	2163
ENSMUSG00000033159	5682	5682
ENSMUSG00000049339	3258	3258
ENSMUSG00000026197	2202	2202
ENSMUSG00000026198	3319	6059
ENSMUSG00000099519	659	5132
ENSMUSG00000033124	4511	6244
ENSMUSG00000026199	5831	5831
ENSMUSG00000026200	6729	6746
ENSMUSG00000099204	0	17
ENSMUSG00000026201	5196	5196
ENSMUSG00000026202	3954	3954
ENSMUSG00000096094	1023	1023
ENSMUSG00000026203	4868	4868
ENSMUSG00000026204	4297	4297
ENSMUSG00000101840	287	287
ENSMUSG00000033061	1123	1123
ENSMUSG00000100556	116	116
ENSMUSG00000026209	4946	4946
ENSMUSG00000026208	3752	3752
ENSMUSG00000085653	768	768
ENSMUSG00000026207	13207	13207
ENSMUSG00000086053	373	373
ENSMUSG00000033021	3010	3010
ENSMUSG00000033007	2726	2726
ENSMUSG00000102605	2093	2093
ENSMUSG00000032997	4075	4075
ENSMUSG00000026211	8910	8936
ENSMUSG00000051703	2691	2691
ENSMUSG00000032968	1376	1376
ENSMUSG00000082745	52	78
ENSMUSG00000026213	5922	5922
ENSMUSG00000082059	249	249
ENSMUSG00000006576	9057	9057
ENSMUSG00000083244	393	393
ENSMUSG00000082528	1577	1577
ENSMUSG00000082012	691	691
ENSMUSG00000099996	388	388
ENSMUSG00000101763	301	301
ENSMUSG00000100827	576	576
ENSMUSG00000100553	2185	2185
ENSMUSG00000098611	0	0
ENSMUSG00000100534	2357	2357
ENSMUSG00000102904	3667	3667
ENSMUSG00000089326	0	0
ENSMUSG00000026235	8250	8250
ENSMUSG00000099141	17	17
ENSMUSG00000101849	1750	1750
ENSMUSG00000101506	193	193
ENSMUSG00000065215	65	65
ENSMUSG00000102052	755	755
ENSMUSG00000004872	6185	6185
ENSMUSG00000032908	3903	3903
ENSMUSG00000099561	1351	1351
ENSMUSG00000102945	719	719
ENSMUSG00000026245	2848	2848
ENSMUSG00000101798	162	162
ENSMUSG00000104018	1380	1380
ENSMUSG00000090486	3209	3209
ENSMUSG00000012187	1502	1502
ENSMUSG00000099364	1993	1993
ENSMUSG00000100562	912	912
ENSMUSG00000032883	4343	4451
ENSMUSG00000079470	7471	7579
ENSMUSG00000099377	1449	1625
ENSMUSG00000099706	3184	3184
ENSMUSG00000047330	2654	2654
ENSMUSG00000101324	590	590
ENSMUSG00000072978	253	344
ENSMUSG00000050711	2512	2512
ENSMUSG00000099562	1256	1256
ENSMUSG00000077782	27	27
ENSMUSG00000054702	2805	2973
ENSMUSG00000102235	1414	1414
ENSMUSG00000073643	5719	5719
ENSMUSG00000104497	1692	1692
ENSMUSG00000026248	1544	1544
ENSMUSG00000026249	8175	8175
ENSMUSG00000067106	758	792
ENSMUSG00000100397	379	379
ENSMUSG00000099753	165	165
ENSMUSG00000096297	0	8
ENSMUSG00000102518	1730	1730
ENSMUSG00000099552	2329	2329
ENSMUSG00000043230	3256	3256
ENSMUSG00000101257	1362	1362
ENSMUSG00000103404	1068	1068
ENSMUSG00000004364	5123	5123
ENSMUSG00000103076	1584	1584
ENSMUSG00000103525	1719	1719
ENSMUSG00000101722	3121	3121
ENSMUSG00000090637	1983	1983
ENSMUSG00000101483	825	825
ENSMUSG00000110100	495	495
ENSMUSG00000038608	19116	19116
ENSMUSG00000103192	3457	3457
ENSMUSG00000104488	1757	1757
ENSMUSG00000102721	1734	1734
ENSMUSG00000099949	353	353
ENSMUSG00000099918	373	373
ENSMUSG00000054976	12503	12503
ENSMUSG00000104029	1905	1905
ENSMUSG00000101986	2830	2830
ENSMUSG00000087008	779	886
ENSMUSG00000100561	607	607
ENSMUSG00000103571	1705	1705
ENSMUSG00000098797	5	5
ENSMUSG00000055980	9045	9045
ENSMUSG00000022591	2723	2723
ENSMUSG00000026142	6775	6775
ENSMUSG00000104493	2734	2734
ENSMUSG00000100786	1567	1583
ENSMUSG00000096779	0	22
ENSMUSG00000067158	10512	10512
ENSMUSG00000079465	10062	10062
ENSMUSG00000065055	0	0
ENSMUSG00000097564	4243	4243
ENSMUSG00000026150	10567	10567
ENSMUSG00000101450	918	918
ENSMUSG00000026149	1507	1507
ENSMUSG00000114299	321	321
ENSMUSG00000099771	84	84
ENSMUSG00000102280	947	947
ENSMUSG00000100170	266	266
ENSMUSG00000100744	292	292
ENSMUSG00000093782	0	0
ENSMUSG00000026159	8868	8868
ENSMUSG00000113880	707	707
ENSMUSG00000113973	697	697
ENSMUSG00000113846	421	730
ENSMUSG00000113084	422	731
ENSMUSG00000113925	729	729
ENSMUSG00000114011	540	540
ENSMUSG00000113097	834	834
ENSMUSG00000101784	1262	1327
ENSMUSG00000038496	3026	3026
ENSMUSG00000100432	531	531
ENSMUSG00000100190	858	858
ENSMUSG00000113267	916	916
ENSMUSG00000104423	994	994
ENSMUSG00000101315	893	893
ENSMUSG00000099691	273	273
ENSMUSG00000026166	1514	1514
ENSMUSG00000101173	299	299
ENSMUSG00000053161	2378	2378
ENSMUSG00000101896	742	742
ENSMUSG00000084443	22	22
ENSMUSG00000026163	9696	9696
ENSMUSG00000079140	689	689
ENSMUSG00000104374	1190	1190
ENSMUSG00000104219	704	704
ENSMUSG00000100580	2218	2218
ENSMUSG00000094946	0	22
ENSMUSG00000077736	25	25
ENSMUSG00000045658	8061	8061
ENSMUSG00000102750	1545	1545
ENSMUSG00000101934	447	447
ENSMUSG00000098851	14	14
ENSMUSG00000036766	4681	4681
ENSMUSG00000104396	2798	2798
ENSMUSG00000102481	4156	4156
ENSMUSG00000093254	0	0
ENSMUSG00000026219	17425	17425
ENSMUSG00000103505	1934	1934
ENSMUSG00000104503	4617	4617
ENSMUSG00000073633	2143	2143
ENSMUSG00000026220	3253	3253
ENSMUSG00000096802	308	792
ENSMUSG00000099693	126	156
ENSMUSG00000052477	3280	3650
ENSMUSG00000064281	337	492
ENSMUSG00000098842	0	0
ENSMUSG00000061852	211	504
ENSMUSG00000089976	80	90
ENSMUSG00000101279	435	595
ENSMUSG00000089844	1302	1540
ENSMUSG00000073631	256	273
ENSMUSG00000072109	2064	2466
ENSMUSG00000090128	94	94
ENSMUSG00000091199	551	665
ENSMUSG00000089716	1027	1375
ENSMUSG00000079457	2146	2682
ENSMUSG00000090252	791	791
ENSMUSG00000079455	3401	4293
ENSMUSG00000089652	1877	2326
ENSMUSG00000089937	410	444
ENSMUSG00000096292	506	792
ENSMUSG00000101751	353	782
ENSMUSG00000089714	1549	2306
ENSMUSG00000090186	234	528
ENSMUSG00000094127	321	321
ENSMUSG00000070034	5829	7064
ENSMUSG00000090103	328	328
ENSMUSG00000070031	2811	3473
ENSMUSG00000073628	560	891
ENSMUSG00000090246	1528	2306
ENSMUSG00000026222	7890	8030
ENSMUSG00000064414	0	5
ENSMUSG00000052760	2874	2874
ENSMUSG00000098634	28	28
ENSMUSG00000094834	0	0
ENSMUSG00000100217	722	722
ENSMUSG00000092932	151	151
ENSMUSG00000036707	7073	7073
ENSMUSG00000026223	2489	2489
ENSMUSG00000026224	3406	3406
ENSMUSG00000099767	3895	3895
ENSMUSG00000049608	3622	3622
ENSMUSG00000100108	483	483
ENSMUSG00000099342	473	1382
ENSMUSG00000026226	2852	2852
ENSMUSG00000026227	3328	3328
ENSMUSG00000026229	7279	7485
ENSMUSG00000077274	23	23
ENSMUSG00000026228	2129	2129
ENSMUSG00000103272	2580	2580
ENSMUSG00000094638	165	677
ENSMUSG00000062590	13087	13393
ENSMUSG00000087538	278	278
ENSMUSG00000079445	4134	4134
ENSMUSG00000099644	421	421
ENSMUSG00000091806	228	228
ENSMUSG00000101853	354	354
ENSMUSG00000026234	10340	10374
ENSMUSG00000064837	0	34
ENSMUSG00000104627	48	48
ENSMUSG00000064696	0	0
ENSMUSG00000064823	0	0
ENSMUSG00000073627	6435	6435
ENSMUSG00000110510	1078	1078
ENSMUSG00000026237	1594	1594
ENSMUSG00000036574	1625	1625
ENSMUSG00000101328	249	249
ENSMUSG00000026238	1519	1745
ENSMUSG00000026239	2373	2373
ENSMUSG00000102927	1076	1076
ENSMUSG00000026240	5794	5794
ENSMUSG00000084468	0	0
ENSMUSG00000103609	2155	2155
ENSMUSG00000026241	943	943
ENSMUSG00000053333	8993	8993
ENSMUSG00000100225	323	323
ENSMUSG00000100768	1342	1611
ENSMUSG00000104121	2844	2854
ENSMUSG00000102383	3456	3456
ENSMUSG00000104400	2685	2685
ENSMUSG00000102293	2216	2216
ENSMUSG00000102649	1461	1461
ENSMUSG00000084106	326	792
ENSMUSG00000102571	2566	2566
ENSMUSG00000099401	331	331
ENSMUSG00000102956	648	648
ENSMUSG00000103984	2829	2829
ENSMUSG00000101940	2354	2354
ENSMUSG00000101625	786	786
ENSMUSG00000026246	2360	2360
ENSMUSG00000079440	2238	2238
ENSMUSG00000100940	265	265
ENSMUSG00000036500	2351	2351
ENSMUSG00000099839	1241	1241
ENSMUSG00000026247	3367	3367
ENSMUSG00000036480	2081	2081
ENSMUSG00000026251	3187	3187
ENSMUSG00000026253	4348	4348
ENSMUSG00000026254	7616	7616
ENSMUSG00000088318	2	2
ENSMUSG00000026255	2105	2105
ENSMUSG00000089821	233	233
ENSMUSG00000048000	15025	15025
ENSMUSG00000095281	8	8
ENSMUSG00000079436	1206	1206
ENSMUSG00000089613	0	0
ENSMUSG00000026258	621	621
ENSMUSG00000026259	3802	3802
ENSMUSG00000079434	2647	2647
ENSMUSG00000091123	24	24
ENSMUSG00000090994	911	959
ENSMUSG00000026288	7798	7798
ENSMUSG00000026289	10037	10037
ENSMUSG00000087968	173	173
ENSMUSG00000089281	166	166
ENSMUSG00000056055	8919	9034
ENSMUSG00000070738	7142	7142
ENSMUSG00000101942	742	742
ENSMUSG00000103996	745	745
ENSMUSG00000103591	2894	2894
ENSMUSG00000005501	12103	12103
ENSMUSG00000095942	11	11
ENSMUSG00000084021	1474	1483
ENSMUSG00000083478	750	750
ENSMUSG00000090165	1125	2360
ENSMUSG00000092220	957	957
ENSMUSG00000090175	868	2091
ENSMUSG00000089675	890	2128
ENSMUSG00000090124	2086	4309
ENSMUSG00000082837	69	115
ENSMUSG00000090145	663	2281
ENSMUSG00000084195	735	735
ENSMUSG00000081261	119	154
ENSMUSG00000054545	2205	4446
ENSMUSG00000081602	295	295
ENSMUSG00000082513	745	745
ENSMUSG00000082677	674	685
ENSMUSG00000089943	776	2104
ENSMUSG00000081488	759	759
ENSMUSG00000083277	684	684
ENSMUSG00000090171	784	2112
ENSMUSG00000081984	952	952
ENSMUSG00000089960	910	2125
ENSMUSG00000079429	8875	8875
ENSMUSG00000044783	8559	8559
ENSMUSG00000036251	4661	4661
ENSMUSG00000085420	1137	1137
ENSMUSG00000026295	1044	1044
ENSMUSG00000099553	372	372
ENSMUSG00000100908	217	217
ENSMUSG00000062310	1858	1858
ENSMUSG00000100798	2524	2524
ENSMUSG00000104057	1662	1662
ENSMUSG00000100367	474	474
ENSMUSG00000049866	5393	5393
ENSMUSG00000101736	360	360
ENSMUSG00000097398	478	478
ENSMUSG00000099848	185	185
ENSMUSG00000101333	1156	1156
ENSMUSG00000099378	504	504
ENSMUSG00000099544	144	144
ENSMUSG00000036206	5011	5011
ENSMUSG00000102700	1643	1647
ENSMUSG00000102083	697	701
ENSMUSG00000101288	490	490
ENSMUSG00000099938	492	492
ENSMUSG00000055013	17799	17799
ENSMUSG00000104114	2285	2285
ENSMUSG00000088371	16	16
ENSMUSG00000101662	567	567
ENSMUSG00000102009	3290	3290
ENSMUSG00000088775	212	212
ENSMUSG00000103252	1946	1946
ENSMUSG00000034486	2077	2077
ENSMUSG00000092627	3055	3055
ENSMUSG00000067081	4198	4241
ENSMUSG00000026301	4563	4563
ENSMUSG00000100850	921	921
ENSMUSG00000044337	3271	3271
ENSMUSG00000104087	1268	1268
ENSMUSG00000101951	819	819
ENSMUSG00000101028	902	902
ENSMUSG00000098368	8	8
ENSMUSG00000101997	937	937
ENSMUSG00000103292	2703	2703
ENSMUSG00000034432	4741	4741
ENSMUSG00000056128	1108	1108
ENSMUSG00000048126	12115	12115
ENSMUSG00000103061	1760	1760
ENSMUSG00000103978	738	738
ENSMUSG00000026303	5255	5255
ENSMUSG00000090550	177	177
ENSMUSG00000026304	2142	2142
ENSMUSG00000100791	520	520
ENSMUSG00000026305	7312	7312
ENSMUSG00000070732	6453	6453
ENSMUSG00000100018	610	621
ENSMUSG00000034353	3021	3021
ENSMUSG00000034343	9130	9158
ENSMUSG00000083064	700	793
ENSMUSG00000097285	371	371
ENSMUSG00000026307	4849	4849
ENSMUSG00000090322	391	391
ENSMUSG00000049515	5444	5444
ENSMUSG00000026308	2990	2990
ENSMUSG00000047443	2814	2814
ENSMUSG00000026309	6117	6117
ENSMUSG00000100253	448	448
ENSMUSG00000067071	1995	1995
ENSMUSG00000055866	5757	5757
ENSMUSG00000101911	94	94
ENSMUSG00000100151	1570	1570
ENSMUSG00000101958	2063	2063
ENSMUSG00000034292	3783	3783
ENSMUSG00000026311	6675	6675
ENSMUSG00000101705	286	286
ENSMUSG00000100980	4311	4311
ENSMUSG00000007805	3075	3075
ENSMUSG00000101414	1372	1372
ENSMUSG00000102745	3193	3193
